Date,usdt,usdp,usdc,tusd,gusd,frax,dai,busd,bit,eth,xrp,NGN,Lira
2024-06-24,2.3871754279712643,2.385885051372609,2.3870168750268723,2.386216901484489,2.385976325064966,2.38692064728893,2.3869928140806898,2.3772347213218494,-296.99999999999994,-297.0,2.697459556356515,8.369788688541147,8.507640830921844
2024-06-25,2.386999021768235,2.3858183684177243,2.387107912910462,2.3877666544570046,2.385505819027992,2.3876151454467798,2.3867495921497124,2.3771013898025233,-296.99999999999994,-297.0,2.7041272596972536,8.358700343139711,8.518502608776377
2024-06-26,2.3869055367141336,2.3861145086366786,2.3872514040668897,2.3879932928121224,2.3859182040550078,2.3875045467600646,2.387193507334668,2.3760828671244467,-296.99999999999994,-297.0,2.6990431342615184,8.368590910698426,8.171952763611353
2024-06-27,2.386645732783325,2.3860955536293122,2.387260849245315,2.388036127984271,2.38583734207833,2.387472108663819,2.3868685269044567,2.3774566481385095,-297.0,-297.0,2.7029845374112336,8.368593340230886,8.523299412266322
2024-06-28,2.3868500605140093,2.386115346476069,2.387279329404291,2.3882029745471933,2.386112158195302,2.3875991309933955,2.3869137263092775,2.37662414651175,-296.99999999999994,-297.0,2.702327035894642,8.378525207091654,8.1793276406875
2024-06-29,2.386910722985128,2.3862242523391823,2.3874262642261255,2.3880481200011885,2.386107593549282,2.387404935094303,2.3871249250858892,2.3770660525887584,-296.99999999999994,-297.0,2.69854062346202,8.377467658971447,8.529840526749597
2024-06-30,2.387140615450391,2.3862246656988146,2.3873589540183726,2.3862746045661467,2.386033842375706,2.3877151893232678,2.3870053890716476,2.377000464140436,-296.99999999999994,-297.0,2.6978951823901824,8.37022040330943,8.172296218337975
2024-07-01,2.3869811680045703,2.38620435620968,2.387428418193756,2.3882456088741844,2.3863304254258795,2.387587740387919,2.387259179400358,2.3767933510419876,-297.0,-296.99999999999994,2.6898319060960287,8.370316541389037,8.525348377766164
2024-07-02,2.3872903372441505,2.386314525650197,2.387540963865837,2.3862639342035674,2.386452877103567,2.3875108098159212,2.3874030647443436,2.3773855416288017,-297.0,-296.99999999999994,2.708328841105359,8.35879673936138,8.536000676980066
2024-07-03,2.387295351653152,2.3863027678987283,2.3875784761527066,2.3868442087175477,2.386472749034102,2.388106613173467,2.3873546319048624,2.387087697673206,-297.0,-297.0,2.7448170038767503,8.358711991981478,8.54055648854015
2024-07-04,2.387689687796205,2.3862991566019773,2.3875872309049826,2.386629356644196,2.3860782685411803,2.3853566173168654,2.3870411958161863,2.3841119802613946,-297.0,-296.99999999999994,2.753705879527965,8.358627007227522,8.187039633741897
2024-07-05,2.387683962123311,2.386284511939255,2.387620637681433,2.3871972441348532,2.3864443937849167,2.385451212770398,2.387172748906003,2.3775581842065074,-297.0,-297.0,2.726535152016358,8.358543987072354,8.187039633741897
2024-07-06,2.387625181519494,2.3862870962265443,2.3872993040935455,2.388731710230929,2.385995214461928,2.387786449808235,2.387265258499566,2.383215245186028,-297.0,-297.00000000000006,2.76078713411904,8.358176808601673,8.182622532670369
2024-07-07,2.387579014353496,2.386286402051556,2.3875488530426616,2.386336783062433,2.385729725704807,2.3874245880144276,2.3873822712061763,2.3764341936081057,-297.0,-297.0,2.745244823535693,8.357536493278014,8.549398788461668
2024-07-08,2.387511123189198,2.386285245683129,2.387521157145124,2.386632557753842,2.386102199600957,2.3876236671841116,2.387038771740471,2.379535523018963,-297.0,-297.0,2.7400204832705977,8.358101830256816,8.193413320680769
2024-07-09,2.3877409267584606,2.386358486877213,2.3877634091390028,2.386604251598955,2.386423753574508,2.387775708853468,2.3872995817364235,2.375549161603002,-297.0,-296.99999999999994,2.7369620451384256,8.359211166959701,8.303166081668865
2024-07-10,2.387995552865508,2.3869478505593675,2.387974280172177,2.3872475539658704,2.3866873876612367,2.385668302837631,2.387571107749882,2.3773702047116156,-297.0,-297.0,2.727319777460633,8.369179655659604,8.585593896949442
2024-07-11,2.387992609229276,2.387434453718039,2.388020841159558,2.387065157098743,2.3868562899400874,2.387843704817249,2.3876454315726594,2.377356756262053,-297.0,-297.0,2.7029941651018623,8.369179655659604,8.585856291549318
2024-07-12,2.387903159966249,2.3872479852430124,2.387844146774081,2.3889698879707435,2.3869702098262047,2.3888758273776594,2.3872016553266953,2.377348002728603,-297.0,-296.99999999999994,2.6528203595670323,8.369179655659604,8.318207533093618
2024-07-13,2.387980760771672,2.3872759882838457,2.3878934120148774,2.3886340039490883,2.3863841966455066,2.3880626560723424,2.3875004569922322,2.3758133208299,-297.0,-297.0,2.653271852883193,8.368645396489958,8.317941750141186
2024-07-14,2.3880249847574624,2.3874682165012016,2.388047250069258,2.3873819361687154,2.3869675554287513,2.3858450889060707,2.38779592872124,2.3772399722246664,-297.0,-297.0,2.6405305433727824,8.367761265505596,8.316665045208795
2024-07-15,2.388010690400215,2.387321107044284,2.3880385530468473,2.387071513005264,2.386670849441298,2.3879616602911344,2.387628560756169,2.376166165498581,-297.0,-297.0,2.60587083965564,8.367241903424455,8.319852504773541
2024-07-16,2.387943190077369,2.3873316781687413,2.3876936432283093,2.3864136718873055,2.3862218336038707,2.388307563182206,2.3874016530927302,2.3858846116322723,-296.99999999999994,-297.0,2.567579864514124,8.297502502594194,8.587502422397515
2024-07-17,2.3877786431712504,2.387370063188645,2.387945221333773,2.3869572308582327,2.3865064936109044,2.387868695225511,2.3873567638248083,2.4024022827551295,-296.99999999999994,-297.0,2.611128233371225,8.287054813014525,8.587479813457493
2024-07-18,2.3880041438322834,2.3874408901950313,2.387972282508286,2.3873421903316503,2.386903467142914,2.387857251872324,2.3876323263509227,2.3809778206077685,-297.0,-297.00000000000006,2.6057971644062348,8.274081975348464,8.316854257455773
2024-07-19,2.387998425806544,2.387445736299598,2.3880459894474133,2.3873425562108648,2.3869527341268317,2.3879895285231587,2.3878097052804272,2.3760798037597355,-297.0,-296.99999999999994,2.58925161131527,8.258489836047227,8.581507989170357
2024-07-20,2.387994809894591,2.3874480574635975,2.3880458691244115,2.387360903940778,2.3866598229916067,2.3878229563528306,2.3878533466533387,2.3742580565354356,-297.0,-296.99999999999994,2.5873758678907994,8.258489836047227,8.578324368017883
2024-07-21,2.3882087709460564,2.387678341230919,2.3882524645823504,2.3875724052062295,2.3869420843272966,2.387767660213858,2.38782263848377,2.374451786395369,-297.0,-297.0,2.580625469760284,8.277252584558562,8.332004207207095
2024-07-22,2.388314699229934,2.387699795296982,2.3883423087564144,2.3874426927772783,2.387354226724713,2.3884016916235593,2.38789758916776,2.3745518028763652,-297.0,-296.99999999999994,2.5880782439420624,8.28584414951432,8.342283891633896
2024-07-23,2.3884202514700585,2.3877669812356546,2.3884636374490396,2.3877871054878157,2.387737420331128,2.3882407640064405,2.3880734924308764,2.3842124981844615,-297.0,-296.99999999999994,2.5728040072741196,8.546477767913993,8.626718641840702
2024-07-24,2.388448061734603,2.3880058912499513,2.388569684929047,2.3878887010620082,2.387843830478795,2.3883185775264537,2.3882750929489656,2.374351085505506,-297.0,-297.00000000000006,2.586991311588893,8.300600694582798,8.36803040521238
2024-07-25,2.388416985318628,2.387923243363831,2.388463327238493,2.387781925665714,2.3877265689319547,2.388083056692588,2.3882687837908194,2.376003790132331,-297.0,-297.0,2.5835560412290994,8.29068079808149,8.358768470072585
2024-07-26,2.3883126731488984,2.38783386907935,2.3882790034363306,2.387585200886123,2.3876163647082906,2.388626037520109,2.387823723744809,2.3769436620002735,-297.0,-297.0,2.5880665534338574,8.280794297504551,8.618884051281603
2024-07-27,2.3882104229459222,2.387734229897103,2.3882551486949817,2.3875770009228723,2.3875164582809534,2.388115089865115,2.3880562678572086,2.3765027015319453,-297.0,-297.0,2.5844722310581463,8.26915291494275,8.33905541845321
2024-07-28,2.3883234528563833,2.387170489146314,2.387912603627149,2.3875910865684165,2.387643462613943,2.388548281429994,2.3881518691885226,2.372827378190641,-297.0,-297.0,2.585466454036816,8.27951196654145,8.618721879720386
2024-07-29,2.3880802364659433,2.3877141333917624,2.388239845345346,2.387526932233473,2.387555432455526,2.388411670826179,2.3876312973448552,2.3826047304950313,-297.0,-297.0,2.5660205308855497,8.268259644447193,8.607134638445988
2024-07-30,2.388620451024956,2.3881125419828266,2.3886511646156867,2.387904588259331,2.387596637813473,2.388715289436537,2.3884625473293304,2.379425003392268,-297.0,-297.0,2.5687550165640505,8.305846459810144,8.290857815411812
2024-07-31,2.38916875071418,2.388978652977212,2.3895167971262703,2.38854836083972,2.3888073074768115,2.3893059167716224,2.3893109538261568,2.3781474090042067,-297.0,-297.00000000000006,2.5912603849338076,8.385187953355723,8.381350294309009
2024-08-01,2.388702115549736,2.388744593111495,2.3891622665084196,2.3897979932027065,2.3885523507491717,2.3900416552246195,2.388880469033629,2.373722539958685,-297.0,-297.0,2.619301828257996,8.37453166951733,8.362617152337862
2024-08-02,2.3888697913291908,2.388530065341292,2.389083663969295,2.3878748172549065,2.388030014790961,2.389012440120155,2.3888753100729234,2.378242509311063,-297.0,-297.0,2.62214821506408,8.354254175110523,8.343880105681924
2024-08-03,2.3881243816366307,2.388068980189275,2.3899971813504877,2.389687442060361,2.3880342734928455,2.389251369580481,2.387887413218809,2.376513119860812,-297.0,-297.0,2.6509339667099305,8.334147910054245,8.325369884394773
2024-08-04,2.3882207978199994,2.388178422458554,2.3880894748038863,2.390187079347222,2.388227359861496,2.3907457288564586,2.3899827266597256,2.3783186667311886,-297.0,-297.0,2.6819259653206027,8.343494204826749,8.344824747159402
2024-08-05,2.388857719244246,2.38841540781949,2.38872418747234,2.3879169767923036,2.3881623257170284,2.389017290120771,2.3885125069707667,2.3746817240136755,-297.0,-297.0,2.6672408721263325,8.343188441868831,8.341707232366112
2024-08-06,2.3889166394662578,2.3884039333374116,2.3888320662417066,2.387963318351506,2.388104379860692,2.3892245029425956,2.388462286450808,2.374270734407156,-297.00000000000006,-297.00000000000006,2.5815897032982953,8.34283886044429,8.341912208986198
2024-08-07,2.388929156716379,2.388400530247102,2.388875916011737,2.387946944539048,2.3882047677161578,2.389474780789132,2.388621660772162,2.374519471542289,-297.0,-297.0,2.565500465380016,8.343476570058536,8.337534470294685
